TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo,day,uid,prev_device,device_changed,is_proxy,signal_device,signal_session,prev_dt,time_since_prev,signal_velocity,signal_count,ato_proxy
3082987,0,1967267,50.0,H,10004,529.0,150.0,visa,162.0,credit,191.0,87.0,,,yahoo.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,30.75,0.75,,,,,,,,,,,,,,,,-20.0,21129.0,0.0,0.0,10.0,-31.0,29.0,-40.0,0.0,0.0,100.0,NotFound,15.0,-360.0,Found,Found,166.0,12.0,317.0,597.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,100.0,Found,Found,Found,Android 7.1.1,chrome 63.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-N950U Build/NMF26X,22,10004_191.0,Windows,1,0,1,0,1454318.0,512949.0,0,1,0
3330322,0,8461404,1899.35,W,10004,529.0,150.0,visa,162.0,credit,191.0,87.0,,,yahoo.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,10004_191.0,SM-N950U Build/NMF26X,0,0,0,0,1967267.0,6494137.0,0,0,0
2988962,0,141079,72.95,W,10004,529.0,150.0,visa,162.0,credit,220.0,87.0,1502.0,,,,8.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,53.0,7.0,0.0,,0.0,,,,,,,481.0,0.0,,,,0.0,T,T,T,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10004_220.0,,0,0,0,0,,,0,0,0
3072795,0,1811727,30.95,W,10004,529.0,150.0,visa,162.0,credit,220.0,87.0,1502.0,,,,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,2.0,19.0,,19.0,,,,,,,500.0,19.0,,,,19.0,T,T,T,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10004_220.0,,0,0,0,0,141079.0,1670648.0,0,0,0
3215791,0,5424498,664.0,W,10004,529.0,150.0,visa,162.0,credit,220.0,87.0,180.0,,anonymous.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,0.0,0.0,,,,0.0,T,T,T,M0,T,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,10004_220.0,,0,0,0,0,1811727.0,3612771.0,0,0,0
3491083,0,13203599,502.6,W,10004,529.0,150.0,visa,162.0,credit,225.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,0.0,0.0,,,,0.0,T,T,F,,,T,F,T,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,10004_225.0,,0,0,0,0,,,0,0,0
3340776,0,8727712,944.95,W,10004,529.0,150.0,visa,162.0,credit,226.0,87.0,2.0,,yahoo.com,,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,0.0,,,220.0,66.0,,,,,257.0,219.0,,,,257.0,T,T,T,,,F,F,T,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,10004_226.0,,0,0,0,0,,,0,0,0
3340871,0,8730021,944.95,W,10004,529.0,150.0,visa,162.0,credit,226.0,87.0,,,yahoo.com,,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,3.0,0.0,,0.0,221.0,0.0,,,,,257.0,,,,,257.0,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,10004_226.0,,0,0,0,0,8727712.0,2309.0,1,1,0
3411576,0,10755809,100.0,R,10004,529.0,150.0,visa,162.0,credit,231.0,87.0,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,589.4583129882812,0.4583329856395722,,,,,,,,,,,,,,,,-5.0,97685.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,-300.0,Found,Found,166.0,,633.0,391.0,,,,,,,,Found,Found,Mac OS X 10_11_6,chrome 65.0,24.0,2560x1600,match_status:2,T,F,T,F,desktop,MacOS,124,10004_231.0,,0,0,0,0,,,0,0,0
3522508,0,14092595,100.0,R,10004,529.0,150.0,visa,162.0,credit,254.0,87.0,,,aol.com,aol.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-5.0,143653.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,312.0,214.0,,,,,,,,New,NotFound,Windows 10,edge 16.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows,163,10004_254.0,,0,0,0,0,,,0,0,0
3171611,0,4111620,171.0,W,10004,529.0,150.0,visa,162.0,credit,269.0,87.0,,,anonymous.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,M0,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,10004_269.0,,0,0,0,0,,,0,0,0
3006707,0,513303,35.0,H,10004,529.0,150.0,visa,162.0,credit,299.0,87.0,,,aol.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-5.0,75441.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,Found,NotFound,166.0,,529.0,222.0,,,,,,,,Found,NotFound,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows,5,10004_299.0,,0,0,0,0,,,0,0,0
3045388,0,1354540,150.0,R,10004,529.0,150.0,visa,162.0,credit,299.0,87.0,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-5.0,47321.0,,,0.0,-6.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,529.0,222.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device,15,10004_299.0,Windows,1,0,1,0,513303.0,841237.0,0,1,0
3046159,0,1362307,100.0,R,10004,529.0,150.0,visa,162.0,credit,299.0,87.0,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-5.0,76829.0,,,38.0,-34.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,12.0,410.0,222.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0,15,10004_299.0,iOS Device,1,0,1,0,1354540.0,7767.0,0,1,0
3066205,0,1717161,638.95,W,10004,529.0,150.0,visa,162.0,credit,299.0,87.0,38.0,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,0.0,0.0,,,,0.0,T,T,T,,,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10004_299.0,Trident/7.0,0,0,0,0,1362307.0,354854.0,0,0,0
3134910,1,3030622,300.0,R,10004,529.0,150.0,visa,162.0,credit,299.0,87.0,,,gmail.com,icloud.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-25.0,137564.0,,,-1.0,-33.0,18.0,-37.0,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,12.0,317.0,333.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,321.0,119.0,Found,New,NotFound,iOS 11.1.0,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,F,mobile,iOS Device,35,10004_299.0,,0,0,0,0,1717161.0,1313461.0,0,0,0
3158310,0,3702386,524.95,W,10004,529.0,150.0,visa,162.0,credit,299.0,87.0,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,0.0,,,,,0.0,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,10004_299.0,iOS Device,0,0,0,0,3030622.0,671764.0,0,0,0
3324228,0,8292366,67.95,W,10004,529.0,150.0,visa,162.0,credit,299.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,450.0,450.0,450.0,476.0,392.0,,,,,476.0,0.0,,,,0.0,T,T,F,,,F,F,T,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,10004_299.0,,0,0,0,0,3702386.0,4589980.0,0,0,0
3537437,0,14529609,226.0,W,10004,529.0,150.0,visa,162.0,credit,299.0,87.0,,,anonymous.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,0.0,0.0,,,,0.0,T,T,T,M0,F,T,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,10004_299.0,,0,0,0,0,8292366.0,6237243.0,0,0,0
2988945,0,140871,72.95,W,10004,529.0,150.0,visa,162.0,credit,315.0,87.0,,,,,8.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,53.0,7.0,0.0,,,,,,,,,0.0,,,,,0.0,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10004_315.0,,0,0,0,0,,,0,0,0
3086681,0,1999755,50.0,H,10004,529.0,150.0,visa,162.0,credit,315.0,87.0,,,sbcglobal.net,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,182470.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,542.0,333.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,T,T,mobile,iOS Device,23,10004_315.0,,0,0,0,0,140871.0,1858884.0,0,0,0
3469394,0,12532228,494.95,W,10004,529.0,150.0,visa,162.0,credit,315.0,87.0,,,aol.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,0.0,0.0,,,,0.0,T,T,T,,,T,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,10004_315.0,iOS Device,0,0,0,0,1999755.0,10532473.0,0,0,0
3480221,0,12865859,57.95,W,10004,529.0,150.0,visa,162.0,credit,315.0,87.0,4.0,,,,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,12.0,2.0,147.0,,128.0,,,,,,,147.0,147.0,,,,147.0,T,T,T,,,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,10004_315.0,,0,0,0,0,12532228.0,333631.0,0,0,0
3168153,0,3982165,31.0,W,10004,529.0,150.0,visa,162.0,credit,325.0,87.0,,,gmail.com,,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,,,307.0,2.0,,,,,0.0,,,,,307.0,,,,M0,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,10004_325.0,,0,0,0,0,,,0,0,0
3168557,0,4008045,54.49,W,10004,529.0,150.0,visa,162.0,credit,325.0,87.0,,,gmail.com,,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,307.0,0.0,,,,,0.0,,,,,307.0,,,,M0,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,10004_325.0,,0,0,0,0,3982165.0,25880.0,0,0,0
3161664,0,3787119,107.95,W,10004,529.0,150.0,visa,162.0,credit,485.0,87.0,5.0,,,,6.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0,4.0,0.0,,,,,,,,,409.0,409.0,,,,409.0,T,T,T,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,10004_485.0,,0,0,0,0,,,0,0,0
3278450,0,7174569,134.95,W,10004,529.0,150.0,visa,162.0,credit,485.0,87.0,5.0,,gmail.com,,6.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,4.0,40.0,40.0,39.0,341.0,208.0,,,,,448.0,448.0,,,,448.0,T,T,T,,,F,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,10004_485.0,,0,0,0,0,3787119.0,3387450.0,0,0,0
3076343,0,1878848,200.0,R,10005,399.0,150.0,american express,150.0,credit,204.0,87.0,,,anonymous.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,500.7083435058594,0.7083330154418945,,,,,,,,,,,,,,,,-5.0,74067.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,277.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows,21,10005_204.0,,0,0,0,0,,,0,0,0
3076354,0,1878941,200.0,R,10005,399.0,150.0,american express,150.0,credit,204.0,87.0,,,anonymous.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,500.7083435058594,0.7083330154418945,,,,,,,,,,,,,,,,-5.0,166822.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,15.0,277.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows,21,10005_204.0,Windows,0,0,0,0,1878848.0,93.0,1,1,0
3076367,0,1879081,200.0,R,10005,399.0,150.0,american express,150.0,credit,204.0,87.0,,,anonymous.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,500.7083435058594,0.7083330154418945,,,,,,,,,,,,,,,,-5.0,306370.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,15.0,277.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows,21,10005_204.0,Windows,0,0,0,0,1878941.0,140.0,1,1,0
3478374,0,12832004,125.0,R,10005,399.0,150.0,american express,150.0,credit,204.0,87.0,,1.0,me.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,1016.5,0.5,,,,,,,,,,,,,,,,-5.0,160915.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,-300.0,Found,Found,166.0,,312.0,600.0,,,,,,,,Found,Found,Mac OS X 10_13_4,safari generic,24.0,1440x900,match_status:1,T,F,T,F,desktop,MacOS,148,10005_204.0,Windows,1,0,1,0,1879081.0,10952923.0,0,1,0
3121106,0,2674578,50.0,H,10006,390.0,150.0,mastercard,102.0,credit,299.0,87.0,,,aol.com,aol.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,53915.0,,,0.0,0.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,,548.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_12_6,safari generic,24.0,2560x1600,match_status:2,T,T,T,T,desktop,MacOS,30,10006_299.0,,0,0,0,0,,,0,0,0
3070368,0,1789730,35.95,W,10007,555.0,150.0,visa,226.0,debit,433.0,87.0,0.0,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,0.0,0.0,,,,0.0,T,T,F,,,F,T,T,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10007_433.0,,0,0,0,0,,,0,0,0
3082263,0,1962614,30.0,H,10007,555.0,150.0,visa,226.0,debit,433.0,87.0,,,gmail.com,yahoo.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-5.0,20135.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,548.0,100.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows,22,10007_433.0,,0,0,0,0,1789730.0,172884.0,0,0,0
3142953,0,3251549,104.01,W,10007,555.0,150.0,visa,226.0,debit,433.0,87.0,,,aol.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,M0,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,10007_433.0,Windows,0,0,0,0,1962614.0,1288935.0,0,0,0
3160866,0,3776856,160.95,W,10007,555.0,150.0,visa,226.0,debit,433.0,87.0,,,hotmail.com,,7.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,19.0,7.0,269.0,269.0,79.0,269.0,158.0,,,,,269.0,,,,,269.0,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,10007_433.0,,0,0,0,0,3251549.0,525307.0,0,0,0
3216350,0,5433962,57.95,W,10007,555.0,150.0,visa,226.0,debit,433.0,87.0,21.0,,gmail.com,,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,3.0,0.0,,,0.0,,,,,,439.0,439.0,,,,439.0,T,T,T,,,T,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,10007_433.0,,0,0,0,0,3776856.0,1657106.0,0,0,0
3220058,0,5518149,117.0,W,10007,555.0,150.0,visa,226.0,debit,433.0,87.0,15.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,0.0,0.0,,,,0.0,T,T,F,M1,F,T,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10007_433.0,,0,0,0,0,5433962.0,84187.0,0,0,0
